ID,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
3732,2013-02-04,72,393,0,239,90,69,69,6,5,7,9,4
6303,2013-11-23,72,410,73,747,76,161,30,0,5,5,12,1
11176,2014-05-12,12,376,9,83,19,4,4,2,5,4,7,3
2986,2014-03-12,89,7,2,4,2,1,4,1,1,0,2,6
7462,2012-11-24,67,68,0,226,51,157,68,3,10,2,4,9
3900,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5
7034,2013-09-01,34,8,7,9,13,6,12,2,2,0,3,8
9493,2013-05-05,15,840,53,804,23,71,17,1,5,4,8,3
1143,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7
1,2014-06-15,0,464,5,64,7,0,37,1,7,3,7,5
3855,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8
5536,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6
5989,2013-04-16,51,752,122,476,39,153,34,1,10,2,11,8
9499,2013-05-07,97,1279,15,287,20,0,15,3,3,4,7,5
6768,2013-01-12,75,22,1,8,2,1,2,2,1,0,3,8
2150,2013-05-11,83,860,28,409,73,56,56,1,8,9,4,4
6646,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6
4887,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5
8560,2012-09-10,94,351,16,156,7,5,145,1,6,4,7,6
3321,2013-05-05,42,421,5,90,0,16,10,3,7,3,7,5
11003,2013-10-02,10,2,5,7,0,18,18,2,2,0,3,7
10402,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8
9904,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3
6141,2013-04-25,46,191,9,97,0,6,82,2,6,1,5,7
5687,2012-09-23,98,563,50,774,28,31,187,1,7,7,12,3
10856,2013-07-02,42,31,0,6,0,1,8,1,1,0,3,6
5121,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5
4186,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5
368,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5
3312,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6
11121,2012-11-10,76,2,14,28,16,3,7,4,4,0,3,9
5332,2013-07-27,2,362,50,431,134,35,54,1,3,6,7,1
5848,2014-01-13,43,724,74,929,97,55,130,1,5,6,7,2
10343,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3
5935,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5
2895,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5
10262,2013-05-10,96,8,2,15,0,10,18,4,3,1,3,5
7848,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6
9477,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4
4856,2012-11-06,38,556,54,845,202,133,63,1,7,7,10,3
7186,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5
5794,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8
1456,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7
4877,2014-03-04,2,34,0,7,0,0,0,1,1,0,3,7
425,2013-02-19,66,374,64,116,84,25,64,3,6,2,11,5
3007,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8
1031,2013-05-05,5,600,20,350,29,30,33,1,6,9,10,2
4297,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8
807,2014-02-15,35,167,2,89,0,0,34,6,6,1,4,8
9553,2013-01-09,94,0,2,3,4,1,5,1,0,0,3,6
4271,2012-10-04,80,46,35,69,84,41,66,6,4,1,6,7
4120,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7
2036,2013-06-11,29,243,11,119,10,3,15,3,4,2,8,4
115,2013-03-26,0,275,11,68,25,7,7,3,5,1,8,5
4259,2013-09-24,80,6,0,4,0,0,0,1,1,0,2,7
8687,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3
2447,2012-10-17,71,4,12,15,19,7,12,2,2,0,3,7
10140,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3
9353,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3
3623,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7
738,2014-04-04,35,48,13,57,24,15,25,4,3,1,4,7
7631,2013-10-06,34,562,58,168,43,16,142,1,5,7,10,3
4789,2013-09-17,95,769,22,500,210,143,33,1,4,8,5,2
773,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6
10602,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8
1446,2014-04-05,12,387,68,569,89,45,68,1,6,9,12,1
3270,2013-01-17,96,12,23,38,30,18,7,4,3,1,3,9
8443,2014-02-10,16,6,10,12,3,15,40,3,3,1,2,8
9653,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8
8916,2013-07-23,78,9,1,5,0,0,1,1,0,0,3,5
8017,2014-06-19,83,22,0,19,6,5,3,2,2,0,3,6
5830,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2
4597,2013-07-02,67,889,55,685,168,92,129,1,3,2,13,1
7023,2012-11-26,87,189,2,55,0,5,12,4,6,1,4,9
8086,2013-12-11,34,48,0,2,0,0,5,2,2,0,3,7
8825,2013-04-01,46,230,14,156,82,24,58,8,9,2,5,8
2930,2013-12-16,7,852,60,207,78,36,48,2,2,6,10,5
1928,2013-02-09,73,35,3,20,4,1,20,2,2,0,3,9
7108,2012-09-08,54,205,20,47,23,2,56,6,5,2,5,5
10925,2014-01-14,93,255,31,446,40,56,175,1,3,10,11,1
9960,2014-04-30,52,0,0,1,8,3,2,1,1,0,2,7
8800,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6
9224,2012-12-12,81,825,8,53,11,0,242,2,8,10,5,6
5519,2013-08-07,8,316,58,161,76,51,135,1,6,9,4,5
5046,2014-01-23,97,756,138,354,160,169,61,2,10,6,7,4
7037,2013-08-11,50,194,55,134,15,0,3,3,4,2,8,6
905,2013-10-22,38,7,17,18,6,10,26,4,4,0,3,8
8624,2013-02-06,61,183,33,493,59,103,57,1,4,3,10,2
8945,2013-08-16,46,171,0,11,0,1,20,2,4,1,4,6
6445,2013-07-14,73,243,101,405,29,40,40,1,4,5,6,2
2727,2013-12-04,19,181,21,69,39,3,96,1,3,3,6,3
6404,2013-03-24,10,151,7,89,0,7,28,5,4,1,6,5
11074,2014-04-09,94,494,92,391,194,11,241,1,3,4,10,0
10150,2013-11-21,10,464,28,873,29,18,37,0,7,4,7,2
1968,2013-12-02,37,5,1,5,10,0,7,1,1,0,2,7
6534,2014-01-04,94,29,0,29,0,5,4,1,2,0,3,5
9485,2014-03-10,23,102,9,49,24,3,12,1,2,1,6,4
7053,2013-06-29,75,604,28,674,91,28,28,1,3,10,8,1
4654,2013-11-07,40,571,12,523,63,60,24,1,3,10,5,2
9760,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8
1048,2013-07-14,11,63,3,67,8,9,28,2,3,1,4,7
10619,2012-12-03,29,770,29,890,250,27,24,1,7,3,7,3
9308,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1
10505,2013-12-26,86,741,19,154,50,9,28,1,3,4,7,2
8362,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3
2625,2013-11-17,30,156,29,56,30,32,47,2,3,2,7,3
4637,2013-05-18,73,960,64,464,146,0,16,1,6,9,9,3
9972,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7
4483,2013-04-17,67,315,26,473,220,12,182,1,2,10,6,1
4487,2013-01-24,67,15,20,25,2,7,26,1,2,0,4,6
4988,2014-05-04,58,19,6,20,0,5,12,3,1,1,4,4
8931,2014-05-18,82,812,99,431,237,149,33,1,11,4,10,5
5871,2012-08-31,98,73,28,217,10,24,115,3,6,1,6,8
2008,2014-02-10,93,372,23,384,250,12,108,1,4,5,9,2
3139,2013-12-30,53,871,111,704,145,55,166,1,4,4,10,2
10037,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2
10673,2013-11-17,6,760,80,466,17,13,80,1,6,9,5,3
5303,2014-04-08,42,471,0,510,99,21,12,1,6,4,9,2
538,2014-02-10,78,31,9,27,16,9,33,1,1,1,4,3
7922,2012-08-12,29,819,0,72,12,0,63,2,11,2,10,7
5692,2012-12-22,82,1,4,3,8,9,7,1,1,0,3,8
4843,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1
6383,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8
1628,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4
1204,2013-05-22,45,1253,0,447,23,71,35,3,11,5,11,8
3673,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5
760,2013-08-09,8,588,7,76,110,15,15,2,8,4,9,6
8957,2013-06-10,51,480,86,249,75,86,144,8,6,3,5,6
4128,2013-07-20,51,517,12,54,16,6,120,2,7,4,7,5
6810,2013-05-28,76,267,98,606,48,70,98,1,3,2,6,1
5386,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2
8700,2012-12-22,86,7,7,14,7,16,15,3,2,1,3,7
3202,2012-10-01,60,1166,0,48,0,0,36,1,4,4,10,8
1328,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3
8405,2013-09-30,83,135,25,51,23,25,46,2,4,2,5,3
6515,2013-12-06,92,6,2,18,2,8,14,1,2,0,3,4
2882,2012-10-01,31,711,28,142,49,18,47,2,3,2,9,8
7574,2014-05-10,80,11,0,13,2,4,11,1,2,0,3,4
6387,2014-05-08,39,42,0,17,0,0,18,3,2,1,3,5
5320,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6
5048,2013-05-11,53,20,6,43,19,5,38,1,3,1,2,8
8146,2014-05-11,84,30,0,8,2,0,14,1,1,1,2,6
10031,2013-02-10,50,20,2,23,3,1,4,5,3,0,4,8
5748,2012-12-01,96,115,27,44,4,146,139,3,5,2,6,5
2134,2012-08-17,94,263,5,233,69,41,83,4,5,5,8,5
1523,2014-05-07,25,69,2,15,2,2,6,2,2,0,4,5
9665,2013-04-27,48,267,3,30,4,0,57,4,5,2,5,6
4640,2012-09-21,65,561,85,171,25,123,114,2,4,7,13,2
3635,2014-05-07,69,492,0,37,7,0,42,3,6,3,8,5
3547,2012-12-30,12,14,7,9,6,16,12,2,2,0,3,6
2456,2013-10-14,84,80,4,46,0,17,2,5,2,1,5,6
5633,2014-06-25,47,97,12,84,13,10,15,7,3,1,6,5
7801,2013-09-12,87,197,107,227,7,59,131,3,5,2,11,4
10489,2013-08-19,35,693,21,925,31,24,84,1,6,7,9,2
7011,2012-10-12,47,43,2,27,0,9,12,3,3,0,4,7
2620,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8
3933,2012-10-13,46,186,36,234,86,72,48,6,10,2,6,9
10981,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1
1734,2013-01-17,37,59,0,11,4,2,5,4,3,0,4,7
10995,2012-11-12,8,16,5,30,8,7,26,3,3,0,4,8
6357,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5
9209,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2
10286,2014-02-03,2,318,8,407,150,35,8,1,2,8,13,0
2611,2012-08-01,66,1206,55,445,168,18,18,1,2,4,12,1
1600,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7
3308,2014-01-03,54,30,9,12,2,11,30,3,2,0,4,4
5407,2013-09-12,70,729,17,133,11,0,195,5,10,6,7,7
2166,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4
3955,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14
6634,2013-08-07,78,22,3,18,0,0,11,1,2,0,3,7
3056,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6
5718,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3
6872,2013-08-21,43,284,3,84,4,7,23,2,4,2,8,4
8164,2013-11-25,13,1023,93,651,49,55,37,1,5,6,7,2
4580,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5
9305,2013-05-12,65,311,26,640,180,37,121,1,4,9,13,2
453,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5
8545,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1
9850,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7
7378,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9
7646,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4
1640,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3
5184,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6
8492,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6
11188,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5
1212,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6
9097,2013-11-03,34,244,8,32,7,2,50,4,3,1,8,4
10473,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7
7962,2013-10-09,1,1285,21,449,106,20,20,1,4,3,4,1
9984,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8
5527,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8
6374,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8
7453,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4
8952,2012-11-05,96,397,46,288,20,38,70,2,6,5,10,3
241,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1
8975,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8
6119,2013-05-10,52,10,0,3,0,0,4,1,1,0,2,6
5236,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5
5723,2014-01-11,63,81,1,31,2,1,0,1,1,1,5,2
1710,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9
1970,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8
5313,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5
10634,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3
7010,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3
8562,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2
3158,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8
4436,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7
5287,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7
2445,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8
6059,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7
4550,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5
4240,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8
8911,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4
3706,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7
3628,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9
10175,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4
8985,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6
5204,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3
9220,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3
9888,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2
5263,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8
1020,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2
9503,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8
10613,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4
67,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7
6019,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6
5863,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5
3717,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3
6730,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8
10749,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19
4998,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2
6287,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6
5985,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7
4754,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4
4002,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3
8870,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8
966,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5
4767,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3
9725,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8
4475,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5
5740,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6
5731,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7
7290,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2
3846,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8
8104,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7
4507,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3
11013,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1
4491,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8
3759,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5
1162,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5
2055,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5
10766,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2
4415,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7
3005,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1
2223,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6
4817,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8
2875,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2
10536,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8
11112,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3
3807,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6
9197,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5
10832,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6
6421,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1
4207,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2
577,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7
10855,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5
3081,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7
3535,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2
247,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9
8707,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3
9523,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4
6072,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3
6295,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8
10914,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4
1509,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5
5577,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6
7348,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2
1127,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2
1833,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5
4944,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2
9080,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8
6466,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3
9964,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4
4790,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1
10245,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1
1109,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7
6001,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5
5538,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1
10552,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5
1545,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8
7409,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5
4444,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8
146,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2
6271,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5
10065,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5
4741,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5
246,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4
375,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1
1524,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5
10022,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5
7451,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1
11010,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8
4356,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6
3885,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8
1175,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6
880,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8
2320,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9
850,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3
4713,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7
675,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7
5025,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3
2308,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7
5995,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8
6749,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8
1010,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3
8977,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4
4756,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4
3412,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7
606,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7
5961,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5
2975,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3
2894,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4
7613,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6
10542,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9
8015,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1
10617,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5
11166,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7
849,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4
523,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5
4066,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6
8414,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7
819,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3
4961,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4
749,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6
5430,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8
7755,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8
10525,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9
1453,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6
8310,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6
10710,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8
5031,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2
2613,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1
213,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7
967,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7
1077,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4
7959,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1
640,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5
4252,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5
8432,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8
6218,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7
6905,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2
5922,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7
3598,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4
6116,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3
6263,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8
10486,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2
2410,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1
193,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5
3363,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8
8278,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5
10660,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7
8686,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8
1604,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5
5907,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8
10669,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3
2918,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5
5735,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1
359,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7
8387,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6
1829,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7
3839,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5
9392,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7
2292,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5
10466,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4
9855,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4
4088,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8
5231,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5
590,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3
8732,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4
2315,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4
3515,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5
2245,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6
6283,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6
2246,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4
6606,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8
5545,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1
7342,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5
837,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4
9500,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7
3602,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4
234,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7
2995,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1
1118,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8
7789,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2
3068,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7
8955,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5
945,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7
5644,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7
7192,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1
2324,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4
697,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3
3439,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6
1506,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6
232,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3
8876,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9
4500,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2
9739,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7
10395,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8
